Entity,Code,Year,"Livestock Primary - Meat, cattle - 867 - Yield/Carcass Weight - 5417 - hg/An"
Eritrea,ERI,1998,109
Eritrea,ERI,1999,108.80000000000001
Eritrea,ERI,2000,109
Eritrea,ERI,2001,109
Eritrea,ERI,2002,109
Eritrea,ERI,2003,109
Eritrea,ERI,2004,108.80000000000001
Eritrea,ERI,2005,109
Eritrea,ERI,2006,109
Eritrea,ERI,2007,100
Eritrea,ERI,2008,75
Eritrea,ERI,2009,100
Eritrea,ERI,2010,100
Eritrea,ERI,2011,100
Eritrea,ERI,2012,100
Eritrea,ERI,2013,99.2
Eritrea,ERI,2014,97.7
Eritrea,ERI,2015,96.9
Eritrea,ERI,2016,96
Eritrea,ERI,2017,95.30000000000001
Eritrea,ERI,2018,94.7
Estonia,EST,1992,163.60000000000002
Estonia,EST,1993,143.5
Estonia,EST,1994,157.5
Estonia,EST,1995,138.70000000000002
Estonia,EST,1996,135.8
Estonia,EST,1997,124.5
Estonia,EST,1998,141.6
Estonia,EST,1999,141
Estonia,EST,2000,143.8
Estonia,EST,2001,165.60000000000002
Estonia,EST,2002,178.10000000000002
Estonia,EST,2003,171.20000000000002
Estonia,EST,2004,180.5
Estonia,EST,2005,187.10000000000002
Estonia,EST,2006,196.10000000000002
Estonia,EST,2007,207.8
Estonia,EST,2008,210.9
Estonia,EST,2009,215.4
Estonia,EST,2010,221.8
Estonia,EST,2011,213.5
Estonia,EST,2012,245.5
Estonia,EST,2013,270.1
Estonia,EST,2014,233.9
Estonia,EST,2015,286.40000000000003
Estonia,EST,2016,345
Estonia,EST,2017,295.5
Estonia,EST,2018,312.90000000000003
Eswatini,SWZ,1961,250
Eswatini,SWZ,1962,249.8
Eswatini,SWZ,1963,250
Eswatini,SWZ,1964,222.3
Eswatini,SWZ,1965,234.8
Eswatini,SWZ,1966,193.10000000000002
Eswatini,SWZ,1967,190.3
Eswatini,SWZ,1968,203.8
Eswatini,SWZ,1969,238.9
Eswatini,SWZ,1970,227.70000000000002
Eswatini,SWZ,1971,203.4
Eswatini,SWZ,1972,218.3
Eswatini,SWZ,1973,190
Eswatini,SWZ,1974,218.60000000000002
Eswatini,SWZ,1975,228
Eswatini,SWZ,1976,211.5
Eswatini,SWZ,1977,217
Eswatini,SWZ,1978,211.3
Eswatini,SWZ,1979,215
Eswatini,SWZ,1980,218
Eswatini,SWZ,1981,212.3
Eswatini,SWZ,1982,208.4
Eswatini,SWZ,1983,208.60000000000002
Eswatini,SWZ,1984,211
Eswatini,SWZ,1985,210.10000000000002
Eswatini,SWZ,1986,238.3
Eswatini,SWZ,1987,220.3
Eswatini,SWZ,1988,215.20000000000002
Eswatini,SWZ,1989,202.70000000000002
Eswatini,SWZ,1990,210
Eswatini,SWZ,1991,210
Eswatini,SWZ,1992,210
Eswatini,SWZ,1993,238.9
Eswatini,SWZ,1994,215.9
Eswatini,SWZ,1995,202.3
Eswatini,SWZ,1996,311.5
Eswatini,SWZ,1997,266
Eswatini,SWZ,1998,257
Eswatini,SWZ,1999,210.70000000000002
Eswatini,SWZ,2000,254.4
Eswatini,SWZ,2001,211
Eswatini,SWZ,2002,219.3
Eswatini,SWZ,2003,218.60000000000002
Eswatini,SWZ,2004,214.3
Eswatini,SWZ,2005,220
Eswatini,SWZ,2006,223.9
Eswatini,SWZ,2007,220.60000000000002
Eswatini,SWZ,2008,223.5
Eswatini,SWZ,2009,226.5
Eswatini,SWZ,2010,220.10000000000002
Eswatini,SWZ,2011,222.3
Eswatini,SWZ,2012,226.70000000000002
Eswatini,SWZ,2013,225
Eswatini,SWZ,2014,224.3
Eswatini,SWZ,2015,225
Eswatini,SWZ,2016,225.10000000000002
Eswatini,SWZ,2017,224.9
Eswatini,SWZ,2018,224.8
Ethiopia,ETH,1993,109.10000000000001
Ethiopia,ETH,1994,108.80000000000001
Ethiopia,ETH,1995,106.80000000000001
Ethiopia,ETH,1996,112.2
Ethiopia,ETH,1997,110.2
Ethiopia,ETH,1998,106.2
Ethiopia,ETH,1999,108.2
Ethiopia,ETH,2000,108.30000000000001
Ethiopia,ETH,2001,108.4
Ethiopia,ETH,2002,108.4
Ethiopia,ETH,2003,108.4
Ethiopia,ETH,2004,108.4
Ethiopia,ETH,2005,108.4
Ethiopia,ETH,2006,108.4
Ethiopia,ETH,2007,108.4
Ethiopia,ETH,2008,108.60000000000001
Ethiopia,ETH,2009,109.2
Ethiopia,ETH,2010,109.10000000000001
Ethiopia,ETH,2011,109.30000000000001
Ethiopia,ETH,2012,107.30000000000001
Ethiopia,ETH,2013,108
Ethiopia,ETH,2014,108.5
Ethiopia,ETH,2015,108.5
Ethiopia,ETH,2016,108.60000000000001
Ethiopia,ETH,2017,108.60000000000001
Ethiopia,ETH,2018,108.60000000000001
Ethiopia PDR,,1961,106.80000000000001
Ethiopia PDR,,1962,107.2
Ethiopia PDR,,1963,106.9
Ethiopia PDR,,1964,107
Ethiopia PDR,,1965,111
Ethiopia PDR,,1966,112
Ethiopia PDR,,1967,112
Ethiopia PDR,,1968,112.80000000000001
Ethiopia PDR,,1969,114
Ethiopia PDR,,1970,115.10000000000001
Ethiopia PDR,,1971,108
Ethiopia PDR,,1972,107.9
Ethiopia PDR,,1973,108
Ethiopia PDR,,1974,101.9
Ethiopia PDR,,1975,102.4
Ethiopia PDR,,1976,108
Ethiopia PDR,,1977,108.60000000000001
Ethiopia PDR,,1978,109.4
Ethiopia PDR,,1979,109.5
Ethiopia PDR,,1980,109.5
Ethiopia PDR,,1981,109.5
Ethiopia PDR,,1982,109.5
Ethiopia PDR,,1983,109.5
Ethiopia PDR,,1984,101.5
Ethiopia PDR,,1985,102.9
Ethiopia PDR,,1986,103.7
Ethiopia PDR,,1987,109.5
Ethiopia PDR,,1988,109.5
Ethiopia PDR,,1989,109.5
Ethiopia PDR,,1990,109.5
Ethiopia PDR,,1991,109.5
Ethiopia PDR,,1992,104.9
Europe,,1961,140.3
Europe,,1962,139.4
Europe,,1963,135.9
Europe,,1964,140.20000000000002
Europe,,1965,150.4
Europe,,1966,157.3
Europe,,1967,159.8
Europe,,1968,164.8
Europe,,1969,171
Europe,,1970,175.20000000000002
Europe,,1971,183.60000000000002
Europe,,1972,184.10000000000002
Europe,,1973,188.3
Europe,,1974,195.5
Europe,,1975,192.5
Europe,,1976,191.20000000000002
Europe,,1977,200.9
Europe,,1978,202.5
Europe,,1979,204.9
Europe,,1980,201.5
Europe,,1981,200.9
Europe,,1982,200.8
Europe,,1983,207.4
Europe,,1984,206.20000000000002
Europe,,1985,209.70000000000002
Europe,,1986,216.3
Europe,,1987,218.70000000000002
Europe,,1988,222.5
Europe,,1989,225.20000000000002
Europe,,1990,226.10000000000002
Europe,,1991,227.8
Europe,,1992,219.70000000000002
Europe,,1993,213
Europe,,1994,208.4
Europe,,1995,201.9
Europe,,1996,210
Europe,,1997,209.3
Europe,,1998,211.10000000000002
Europe,,1999,215.4
Europe,,2000,215.8
Europe,,2001,221.4
Europe,,2002,221.9
Europe,,2003,221.70000000000002
Europe,,2004,225.5
Europe,,2005,232.9
Europe,,2006,237
Europe,,2007,240.5
Europe,,2008,241.60000000000002
Europe,,2009,242.10000000000002
Europe,,2010,244.3
Europe,,2011,247.10000000000002
Europe,,2012,248.9
Europe,,2013,247.9
Europe,,2014,248.60000000000002
Europe,,2015,256.3
Europe,,2016,256.40000000000003
Europe,,2017,257.40000000000003
Europe,,2018,262.6
"Europe, Western",,1961,178
"Europe, Western",,1962,177.8
"Europe, Western",,1963,177.5
"Europe, Western",,1964,182.4
"Europe, Western",,1965,187.10000000000002
"Europe, Western",,1966,186.60000000000002
"Europe, Western",,1967,190.4
"Europe, Western",,1968,195.20000000000002
"Europe, Western",,1969,201.60000000000002
"Europe, Western",,1970,206.3
"Europe, Western",,1971,209.20000000000002
"Europe, Western",,1972,215.20000000000002
"Europe, Western",,1973,225.3
"Europe, Western",,1974,228.10000000000002
"Europe, Western",,1975,218.9
"Europe, Western",,1976,219
"Europe, Western",,1977,219.20000000000002
"Europe, Western",,1978,230.9
"Europe, Western",,1979,235.9
"Europe, Western",,1980,240.70000000000002
"Europe, Western",,1981,242.8
"Europe, Western",,1982,240
"Europe, Western",,1983,243.70000000000002
"Europe, Western",,1984,245.9
"Europe, Western",,1985,247.9
"Europe, Western",,1986,253.60000000000002
"Europe, Western",,1987,254.60000000000002
"Europe, Western",,1988,256.5
"Europe, Western",,1989,265.90000000000003
"Europe, Western",,1990,279.2
"Europe, Western",,1991,281
"Europe, Western",,1992,274.90000000000003
"Europe, Western",,1993,277.2
"Europe, Western",,1994,276.2
"Europe, Western",,1995,280.3
"Europe, Western",,1996,280.5
"Europe, Western",,1997,273.3
"Europe, Western",,1998,273.90000000000003
"Europe, Western",,1999,277.2
"Europe, Western",,2000,276
"Europe, Western",,2001,279.1
"Europe, Western",,2002,276.6
"Europe, Western",,2003,275.90000000000003
"Europe, Western",,2004,277
"Europe, Western",,2005,280.2
"Europe, Western",,2006,283.40000000000003
"Europe, Western",,2007,288.6
"Europe, Western",,2008,286.2
"Europe, Western",,2009,283.7
"Europe, Western",,2010,285.90000000000003
"Europe, Western",,2011,286.2
"Europe, Western",,2012,287.2
"Europe, Western",,2013,286.6
"Europe, Western",,2014,287.6
"Europe, Western",,2015,290.1
"Europe, Western",,2016,290.8
"Europe, Western",,2017,291
"Europe, Western",,2018,295.7
European Union,,1961,162.20000000000002
European Union,,1962,163
European Union,,1963,164.5
European Union,,1964,169.20000000000002
European Union,,1965,175.10000000000002
European Union,,1966,176.9
European Union,,1967,181.20000000000002
European Union,,1968,184.70000000000002
European Union,,1969,186.60000000000002
European Union,,1970,192.60000000000002
European Union,,1971,197.60000000000002
European Union,,1972,202.60000000000002
European Union,,1973,208.5
European Union,,1974,212.5
European Union,,1975,208
European Union,,1976,211.3
European Union,,1977,215.10000000000002
European Union,,1978,219.3
European Union,,1979,222.10000000000002
European Union,,1980,224.5
European Union,,1981,227.3
European Union,,1982,227
European Union,,1983,232.5
European Union,,1984,232.9
European Union,,1985,235.9
European Union,,1986,240.20000000000002
European Union,,1987,243.10000000000002
European Union,,1988,246.8
European Union,,1989,251.8
European Union,,1990,253.8
European Union,,1991,253.9
European Union,,1992,247.9
European Union,,1993,245.8
European Union,,1994,245.60000000000002
European Union,,1995,251.60000000000002
European Union,,1996,257.5
European Union,,1997,254.60000000000002
European Union,,1998,251.70000000000002
European Union,,1999,255.3
European Union,,2000,256.6
European Union,,2001,258.90000000000003
European Union,,2002,258
European Union,,2003,262.8
European Union,,2004,264.40000000000003
European Union,,2005,271.8
European Union,,2006,274.3
European Union,,2007,280.1
European Union,,2008,277.8
European Union,,2009,277.3
European Union,,2010,280.8
European Union,,2011,280.8
European Union,,2012,282.3
European Union,,2013,283.5
European Union,,2014,285.90000000000003
European Union,,2015,290.6
European Union,,2016,289.7
European Union,,2017,291.40000000000003
European Union,,2018,296.1
Faeroe Islands,FRO,1966,120
Faeroe Islands,FRO,1967,120
Faeroe Islands,FRO,1968,120
Faeroe Islands,FRO,1969,120
Faeroe Islands,FRO,1970,120
Faeroe Islands,FRO,1971,120
Faeroe Islands,FRO,1972,120
Faeroe Islands,FRO,1973,120
Faeroe Islands,FRO,1974,120
Faeroe Islands,FRO,1975,120
Faeroe Islands,FRO,1976,120
Faeroe Islands,FRO,1977,120
Faeroe Islands,FRO,1978,120
Faeroe Islands,FRO,1979,120
Faeroe Islands,FRO,1980,120
Faeroe Islands,FRO,1981,120
Faeroe Islands,FRO,1982,120
Faeroe Islands,FRO,1983,120
Faeroe Islands,FRO,1984,120
Faeroe Islands,FRO,1985,120
Faeroe Islands,FRO,1986,120
Faeroe Islands,FRO,1987,120
Faeroe Islands,FRO,1988,120
Faeroe Islands,FRO,1989,120
Faeroe Islands,FRO,1990,120
Faeroe Islands,FRO,1991,120
Faeroe Islands,FRO,1992,120
Faeroe Islands,FRO,1993,120
Faeroe Islands,FRO,1994,120
Faeroe Islands,FRO,1995,120
Faeroe Islands,FRO,1996,120
Faeroe Islands,FRO,1997,120
Faeroe Islands,FRO,1998,120
Faeroe Islands,FRO,1999,120
Faeroe Islands,FRO,2000,120
Faeroe Islands,FRO,2001,120
Faeroe Islands,FRO,2002,120
Faeroe Islands,FRO,2003,120
Faeroe Islands,FRO,2004,120
Faeroe Islands,FRO,2005,120
Faeroe Islands,FRO,2006,126.60000000000001
Faeroe Islands,FRO,2007,120
Faeroe Islands,FRO,2008,120
Faeroe Islands,FRO,2009,120
Faeroe Islands,FRO,2010,120
Faeroe Islands,FRO,2011,120
Faeroe Islands,FRO,2012,120
Faeroe Islands,FRO,2013,120
Faeroe Islands,FRO,2014,120.4
Faeroe Islands,FRO,2015,120.5
Faeroe Islands,FRO,2016,120.4
Faeroe Islands,FRO,2017,120.4
Faeroe Islands,FRO,2018,120.4
Falkland Islands,FLK,1961,261
Falkland Islands,FLK,1962,261
Falkland Islands,FLK,1963,261
Falkland Islands,FLK,1964,261
Falkland Islands,FLK,1965,261
Falkland Islands,FLK,1966,261
Falkland Islands,FLK,1967,261
Falkland Islands,FLK,1968,261
Falkland Islands,FLK,1969,261
Falkland Islands,FLK,1970,261
Falkland Islands,FLK,1971,261
Falkland Islands,FLK,1972,261
Falkland Islands,FLK,1973,261
Falkland Islands,FLK,1974,261
Falkland Islands,FLK,1975,261
Falkland Islands,FLK,1976,261
Falkland Islands,FLK,1977,261
Falkland Islands,FLK,1978,261
Falkland Islands,FLK,1979,261
Falkland Islands,FLK,1980,261
Falkland Islands,FLK,1981,261
Falkland Islands,FLK,1982,261
Falkland Islands,FLK,1983,261
Falkland Islands,FLK,1984,261
Falkland Islands,FLK,1985,261
Falkland Islands,FLK,1986,261
Falkland Islands,FLK,1987,261
Falkland Islands,FLK,1988,261
Falkland Islands,FLK,1989,261
Falkland Islands,FLK,1990,261
Falkland Islands,FLK,1991,261
Falkland Islands,FLK,1992,261
Falkland Islands,FLK,1993,261
Falkland Islands,FLK,1994,261
Falkland Islands,FLK,1995,261
Falkland Islands,FLK,1996,261
Falkland Islands,FLK,1997,261
Falkland Islands,FLK,1998,261
Falkland Islands,FLK,1999,261
Falkland Islands,FLK,2000,261
Falkland Islands,FLK,2001,261
Falkland Islands,FLK,2002,261
Falkland Islands,FLK,2003,261
Falkland Islands,FLK,2004,261
Falkland Islands,FLK,2005,261
Falkland Islands,FLK,2006,254.5
Falkland Islands,FLK,2007,250
Falkland Islands,FLK,2008,261
Falkland Islands,FLK,2009,261
Falkland Islands,FLK,2010,261
Falkland Islands,FLK,2011,261
Falkland Islands,FLK,2012,261
Falkland Islands,FLK,2013,261
Falkland Islands,FLK,2014,260.40000000000003
Falkland Islands,FLK,2015,260.5
Falkland Islands,FLK,2016,260.7
Falkland Islands,FLK,2017,260.7
Falkland Islands,FLK,2018,260.7
Fiji,FJI,1961,190
Fiji,FJI,1962,190
Fiji,FJI,1963,190
Fiji,FJI,1964,190
Fiji,FJI,1965,190
Fiji,FJI,1966,190
Fiji,FJI,1967,190
Fiji,FJI,1968,190
Fiji,FJI,1969,190
Fiji,FJI,1970,190
Fiji,FJI,1971,190
Fiji,FJI,1972,190
Fiji,FJI,1973,190
Fiji,FJI,1974,190
Fiji,FJI,1975,190
Fiji,FJI,1976,190
Fiji,FJI,1977,190
Fiji,FJI,1978,190
Fiji,FJI,1979,190
Fiji,FJI,1980,190
Fiji,FJI,1981,190
Fiji,FJI,1982,190
Fiji,FJI,1983,190
Fiji,FJI,1984,190
Fiji,FJI,1985,190
Fiji,FJI,1986,190
Fiji,FJI,1987,190
Fiji,FJI,1988,190
Fiji,FJI,1989,190
Fiji,FJI,1990,190
Fiji,FJI,1991,60
Fiji,FJI,1992,60
Fiji,FJI,1993,60
Fiji,FJI,1994,60
Fiji,FJI,1995,60
Fiji,FJI,1996,60
Fiji,FJI,1997,68.3
Fiji,FJI,1998,64.8
Fiji,FJI,1999,66
Fiji,FJI,2000,60
Fiji,FJI,2001,61.1
Fiji,FJI,2002,60
Fiji,FJI,2003,60
Fiji,FJI,2004,60
Fiji,FJI,2005,60
Fiji,FJI,2006,61
Fiji,FJI,2007,60
Fiji,FJI,2008,60
Fiji,FJI,2009,60
Fiji,FJI,2010,61.5
Fiji,FJI,2011,81.7
Fiji,FJI,2012,60
Fiji,FJI,2013,65.60000000000001
Fiji,FJI,2014,62.800000000000004
Fiji,FJI,2015,228.3
Fiji,FJI,2016,93.7
Fiji,FJI,2017,227
Fiji,FJI,2018,211.20000000000002
Finland,FIN,1961,78.9
Finland,FIN,1962,83.4
Finland,FIN,1963,85.9
Finland,FIN,1964,88
Finland,FIN,1965,89.30000000000001
Finland,FIN,1966,96.9
Finland,FIN,1967,100.5
Finland,FIN,1968,107.7
Finland,FIN,1969,114.60000000000001
Finland,FIN,1970,123.9
Finland,FIN,1971,131.8
Finland,FIN,1972,137.20000000000002
Finland,FIN,1973,141.3
Finland,FIN,1974,141.5
Finland,FIN,1975,144.20000000000002
Finland,FIN,1976,154.60000000000002
Finland,FIN,1977,157.70000000000002
Finland,FIN,1978,162.9
Finland,FIN,1979,168.20000000000002
Finland,FIN,1980,175.3
Finland,FIN,1981,191.3
Finland,FIN,1982,191.70000000000002
Finland,FIN,1983,196.9
Finland,FIN,1984,196.10000000000002
Finland,FIN,1985,198.3
Finland,FIN,1986,199.4
Finland,FIN,1987,204.70000000000002
Finland,FIN,1988,209.8
Finland,FIN,1989,221.8
Finland,FIN,1990,231.5
Finland,FIN,1991,237.60000000000002
Finland,FIN,1992,237.3
Finland,FIN,1993,240.10000000000002
Finland,FIN,1994,245.5
Finland,FIN,1995,242.9
Finland,FIN,1996,245.4
Finland,FIN,1997,240.9
Finland,FIN,1998,242.10000000000002
Finland,FIN,1999,244
Finland,FIN,2000,248.5
Finland,FIN,2001,256.3
Finland,FIN,2002,267.6
Finland,FIN,2003,277.1
Finland,FIN,2004,284.7
Finland,FIN,2005,283.1
Finland,FIN,2006,286.7
Finland,FIN,2007,294.2
Finland,FIN,2008,297.8
Finland,FIN,2009,301
Finland,FIN,2010,307.6
Finland,FIN,2011,305.5
Finland,FIN,2012,301.3
Finland,FIN,2013,299.3
Finland,FIN,2014,302.5
Finland,FIN,2015,305.5
Finland,FIN,2016,304.40000000000003
Finland,FIN,2017,309.40000000000003
Finland,FIN,2018,313.3
France,FRA,1961,182.70000000000002
France,FRA,1962,178.5
France,FRA,1963,180.4
France,FRA,1964,186.3
France,FRA,1965,189.3
France,FRA,1966,180.70000000000002
France,FRA,1967,182.8
France,FRA,1968,186.10000000000002
France,FRA,1969,189.60000000000002
France,FRA,1970,193.20000000000002
France,FRA,1971,198.5
France,FRA,1972,206.8
France,FRA,1973,217.10000000000002
France,FRA,1974,219.4
France,FRA,1975,201.5
France,FRA,1976,206.3
France,FRA,1977,201.8
France,FRA,1978,221.20000000000002
France,FRA,1979,229
France,FRA,1980,234.10000000000002
France,FRA,1981,238.20000000000002
France,FRA,1982,233.4
France,FRA,1983,237.10000000000002
France,FRA,1984,241.3
France,FRA,1985,241.20000000000002
France,FRA,1986,245.60000000000002
France,FRA,1987,249
France,FRA,1988,243.20000000000002
France,FRA,1989,255.70000000000002
France,FRA,1990,286.5
France,FRA,1991,288.8
France,FRA,1992,271.7
France,FRA,1993,273
France,FRA,1994,273
France,FRA,1995,280.1
France,FRA,1996,282.1
France,FRA,1997,278.3
France,FRA,1998,278.2
France,FRA,1999,281.2
France,FRA,2000,279
France,FRA,2001,268.7
France,FRA,2002,274.2
France,FRA,2003,276.40000000000003
France,FRA,2004,280.8
France,FRA,2005,285.5
France,FRA,2006,285.3
France,FRA,2007,292.1
France,FRA,2008,294
France,FRA,2009,293.90000000000003
France,FRA,2010,296.40000000000003
France,FRA,2011,302.1
France,FRA,2012,301.8
France,FRA,2013,300.7
France,FRA,2014,304
France,FRA,2015,308.8
France,FRA,2016,310.1
France,FRA,2017,307.3
France,FRA,2018,311.8
French Guiana,GUF,1961,159.10000000000002
French Guiana,GUF,1962,161.5
French Guiana,GUF,1963,162.5
French Guiana,GUF,1964,165.4
French Guiana,GUF,1965,165.70000000000002
French Guiana,GUF,1966,166.70000000000002
French Guiana,GUF,1967,167.3
French Guiana,GUF,1968,169.70000000000002
French Guiana,GUF,1969,170.8
French Guiana,GUF,1970,172.5
French Guiana,GUF,1971,178.9
French Guiana,GUF,1972,170.70000000000002
French Guiana,GUF,1973,175.5
French Guiana,GUF,1974,173.10000000000002
French Guiana,GUF,1975,171.4
French Guiana,GUF,1976,171.4
French Guiana,GUF,1977,170.8
French Guiana,GUF,1978,167.9
French Guiana,GUF,1979,170
French Guiana,GUF,1980,168.4
French Guiana,GUF,1981,170.4
French Guiana,GUF,1982,171.4
French Guiana,GUF,1983,172.9
French Guiana,GUF,1984,172.70000000000002
French Guiana,GUF,1985,173.60000000000002
French Guiana,GUF,1986,174.20000000000002
French Guiana,GUF,1987,174.20000000000002
French Guiana,GUF,1988,182.10000000000002
French Guiana,GUF,1989,183.3
French Guiana,GUF,1990,183.9
French Guiana,GUF,1991,182.5
French Guiana,GUF,1992,180
French Guiana,GUF,1993,175
French Guiana,GUF,1994,179.5
French Guiana,GUF,1995,177.8
French Guiana,GUF,1996,180
French Guiana,GUF,1997,179.5
French Guiana,GUF,1998,181.10000000000002
French Guiana,GUF,1999,182.5
French Guiana,GUF,2000,181
French Guiana,GUF,2001,180
French Guiana,GUF,2002,158.9
French Guiana,GUF,2003,150.6
French Guiana,GUF,2004,148.3
French Guiana,GUF,2005,150.3
French Guiana,GUF,2006,149.70000000000002
French Guiana,GUF,2007,150
French Guiana,GUF,2008,149.9
French Guiana,GUF,2009,150
French Guiana,GUF,2010,150.20000000000002
French Guiana,GUF,2011,149.8
French Guiana,GUF,2012,228.5
French Guiana,GUF,2013,216.70000000000002
French Guiana,GUF,2014,233.3
French Guiana,GUF,2015,235.60000000000002
French Guiana,GUF,2016,237.8
French Guiana,GUF,2017,228.3
French Guiana,GUF,2018,220.70000000000002
French Polynesia,PYF,1961,165.3
French Polynesia,PYF,1962,164.8
French Polynesia,PYF,1963,165.3
French Polynesia,PYF,1964,165.3
French Polynesia,PYF,1965,165.10000000000002
French Polynesia,PYF,1966,165
French Polynesia,PYF,1967,165
French Polynesia,PYF,1968,165
French Polynesia,PYF,1969,165.3
French Polynesia,PYF,1970,165.10000000000002
French Polynesia,PYF,1971,165
French Polynesia,PYF,1972,165
French Polynesia,PYF,1973,164.8
French Polynesia,PYF,1974,164.8
French Polynesia,PYF,1975,164.60000000000002
French Polynesia,PYF,1976,165.3
French Polynesia,PYF,1977,165.10000000000002
French Polynesia,PYF,1978,165
French Polynesia,PYF,1979,164.8
French Polynesia,PYF,1980,165.20000000000002
French Polynesia,PYF,1981,163.9
French Polynesia,PYF,1982,163.60000000000002
French Polynesia,PYF,1983,163.10000000000002
French Polynesia,PYF,1984,161.3
French Polynesia,PYF,1985,150
French Polynesia,PYF,1986,157.70000000000002
French Polynesia,PYF,1987,157.9
French Polynesia,PYF,1988,159.4
French Polynesia,PYF,1989,158.9
French Polynesia,PYF,1990,155.3
French Polynesia,PYF,1991,158.5
French Polynesia,PYF,1992,157.5
French Polynesia,PYF,1993,154.3
French Polynesia,PYF,1994,156.20000000000002
French Polynesia,PYF,1995,153
French Polynesia,PYF,1996,150
French Polynesia,PYF,1997,155.9
French Polynesia,PYF,1998,156.3
French Polynesia,PYF,1999,155.60000000000002
French Polynesia,PYF,2000,155.60000000000002
French Polynesia,PYF,2001,155.4
French Polynesia,PYF,2002,156
French Polynesia,PYF,2003,156
French Polynesia,PYF,2004,155.4
French Polynesia,PYF,2005,155.4
French Polynesia,PYF,2006,154.8
French Polynesia,PYF,2007,177.4
French Polynesia,PYF,2008,140.5
French Polynesia,PYF,2009,147.3
French Polynesia,PYF,2010,141.5
French Polynesia,PYF,2011,140.4
French Polynesia,PYF,2012,170.8
French Polynesia,PYF,2013,165.10000000000002
French Polynesia,PYF,2014,165.20000000000002
French Polynesia,PYF,2015,157.3
French Polynesia,PYF,2016,156.5
French Polynesia,PYF,2017,156.9
French Polynesia,PYF,2018,156.9
Gabon,GAB,1961,132
Gabon,GAB,1962,132
Gabon,GAB,1963,132
Gabon,GAB,1964,132
Gabon,GAB,1965,132
Gabon,GAB,1966,132
Gabon,GAB,1967,132
Gabon,GAB,1968,132
Gabon,GAB,1969,132
Gabon,GAB,1970,132
Gabon,GAB,1971,132
Gabon,GAB,1972,132
Gabon,GAB,1973,132
Gabon,GAB,1974,132
Gabon,GAB,1975,132
Gabon,GAB,1976,132
Gabon,GAB,1977,132
Gabon,GAB,1978,132
Gabon,GAB,1979,132
Gabon,GAB,1980,132
Gabon,GAB,1981,132
Gabon,GAB,1982,132
Gabon,GAB,1983,132
Gabon,GAB,1984,132
Gabon,GAB,1985,132
Gabon,GAB,1986,132
Gabon,GAB,1987,132
Gabon,GAB,1988,132
Gabon,GAB,1989,132
Gabon,GAB,1990,132
Gabon,GAB,1991,132
Gabon,GAB,1992,132
Gabon,GAB,1993,132
Gabon,GAB,1994,132
Gabon,GAB,1995,132
Gabon,GAB,1996,132
Gabon,GAB,1997,132
Gabon,GAB,1998,132
Gabon,GAB,1999,132
Gabon,GAB,2000,132
Gabon,GAB,2001,132
Gabon,GAB,2002,132
Gabon,GAB,2003,132
Gabon,GAB,2004,132
Gabon,GAB,2005,132
Gabon,GAB,2006,132
Gabon,GAB,2007,132
Gabon,GAB,2008,132
Gabon,GAB,2009,132
Gabon,GAB,2010,132
Gabon,GAB,2011,132
Gabon,GAB,2012,132
Gabon,GAB,2013,132
Gabon,GAB,2014,132
Gabon,GAB,2015,132
Gabon,GAB,2016,132
Gabon,GAB,2017,132
Gabon,GAB,2018,132
Gambia,GMB,1961,120
Gambia,GMB,1962,120
Gambia,GMB,1963,120
Gambia,GMB,1964,120
Gambia,GMB,1965,120
Gambia,GMB,1966,120
Gambia,GMB,1967,120
Gambia,GMB,1968,120
Gambia,GMB,1969,120
Gambia,GMB,1970,120
Gambia,GMB,1971,120
Gambia,GMB,1972,120
Gambia,GMB,1973,120
Gambia,GMB,1974,120
Gambia,GMB,1975,120
Gambia,GMB,1976,120
Gambia,GMB,1977,120
Gambia,GMB,1978,120
Gambia,GMB,1979,120
Gambia,GMB,1980,120
Gambia,GMB,1981,120
Gambia,GMB,1982,120
Gambia,GMB,1983,120
Gambia,GMB,1984,120
Gambia,GMB,1985,120
Gambia,GMB,1986,120
Gambia,GMB,1987,120
Gambia,GMB,1988,120
Gambia,GMB,1989,120
Gambia,GMB,1990,120
Gambia,GMB,1991,120
Gambia,GMB,1992,120
Gambia,GMB,1993,120
Gambia,GMB,1994,120
Gambia,GMB,1995,120
Gambia,GMB,1996,120
Gambia,GMB,1997,120
Gambia,GMB,1998,120
Gambia,GMB,1999,120
Gambia,GMB,2000,120
Gambia,GMB,2001,120
Gambia,GMB,2002,120
Gambia,GMB,2003,120
Gambia,GMB,2004,120
Gambia,GMB,2005,120
Gambia,GMB,2006,120
Gambia,GMB,2007,120
Gambia,GMB,2008,120
Gambia,GMB,2009,120
Gambia,GMB,2010,120
Gambia,GMB,2011,120
Gambia,GMB,2012,120
Gambia,GMB,2013,120
Gambia,GMB,2014,120
Gambia,GMB,2015,120
Gambia,GMB,2016,120
Gambia,GMB,2017,120
Gambia,GMB,2018,120
Georgia,GEO,1992,159.3
Georgia,GEO,1993,158
Georgia,GEO,1994,163.9
Georgia,GEO,1995,171.10000000000002
Georgia,GEO,1996,167.8
Georgia,GEO,1997,169.20000000000002
Georgia,GEO,1998,152.8
Georgia,GEO,1999,149.70000000000002
Georgia,GEO,2000,181.5
Georgia,GEO,2001,125.4
Georgia,GEO,2002,118.2
Georgia,GEO,2003,120
